accession	reference_length	covered_bases	reads_mapped	avg_coverage	Sample_ID	PoolID
FJ206138.1	1059	115	2	0.12871288	T4LX63	p1835
FJ206066.1	1062	66	2	0	T4LX63	p1835
GU827406.1	3302	906	69	3.0450509	T4LX63	p1835
GU827408.1	2591	145	1	0.69848424	T4LX63	p1835
GU827409.1	2359	302	11	0.6717972	T4LX63	p1835
GU827415.1	751	221	66	12.174708	T4LX63	p1835
FJ495128.1	2591	135	3	0.059401885	T4LX63	p1835
FJ495132.1	1078	120	1	0	T4LX63	p1835
FJ495135.1	751	366	6	1.6389351	T4LX63	p1835
KC257095.1	1191	835	387	49.59174	T4LX63	p1835
JX036369.1	1356	93	1	0.15339966	T4LX63	p1835
JX036375.1	667	139	12	2.1895552	T4LX63	p1835
KC178781.1	2591	463	7	0.6001639	T4LX63	p1835
KJ187603.1	1356	152	8	1.6849087	T4LX63	p1835
KU048554.1	2735	2718	12142	646.05457	T4LX63	p1835
JX307592.1	1062	251	28	4.167763	T4LX63	p1835
KU048584.1	2591	565	7	0.49487916	T4LX63	p1835
KU708259.1	3302	236	11	0.4758883	T4LX63	p1835
KU708265.1	751	221	178	26.998337	T4LX63	p1835
JF521473.1	2685	190	5	0.13333334	T4LX63	p1835
JX040418.1	750	658	2896	687.10834	T4LX63	p1835
JX040433.1	906	558	1707	309.76718	T4LX63	p1835
JX040434.1	673	380	199	48.359463	T4LX63	p1835
KT887535.1	1191	708	803	107.066284	T4LX63	p1835
KT887538.1	951	83	1	0.08988764	T4LX63	p1835
KX988277.1	2580	52	1	0.021399178	T4LX63	p1835
KX988279.1	1356	163	1	0.39883915	T4LX63	p1835
KX988283.1	1070	154	7	0.12717392	T4LX63	p1835
KX988280.1	1037	287	5	0.35400227	T4LX63	p1835
KX988284.1	750	241	7	0.6333333	T4LX63	p1835
DQ146672.1	2753	2344	2129	108.96812	T4LX63	p1835
DQ146673.1	2591	1354	83	3.378943	T4LX63	p1835
KJ659443.1	2683	171	3	0.30556652	T4LX63	p1835
KJ659444.1	2530	175	2	0.049159665	T4LX63	p1835
LC086752.1	1062	67	1	0.05263158	T4LX63	p1835
LC095899.1	1006	62	1	0.0011682243	T4LX63	p1835
LC095937.1	2550	69	3	0.89666665	T4LX63	p1835
FJ423147.1	2717	1464	449	23.19517	T4LX63	p1835
EU979379.1	2359	311	23	1.5586238	T4LX63	p1835
JN104611.1	3302	356	4	0.35532996	T4LX63	p1835
JN104613.1	2591	230	2	0.1274068	T4LX63	p1835
JN104617.1	1076	195	13	0.22138229	T4LX63	p1835
JN104616.1	1059	231	562	55.940594	T4LX63	p1835
JN104618.1	750	215	29	5.8483334	T4LX63	p1835
D38055.1	1061	93	1	0.039517015	T4LX63	p1835
U54773.1	1182	735	195	19.827518	T4LX63	p1835
KM026620.1	954	386	19	3.0087066	T4LX63	p1835
KM027104.1	831	385	98	14.678414	T4LX63	p1835
MF161804.1	634	529	1257	344.27274	T4LX63	p1835
KJ820836.1	3269	171	2	0.246874	T4LX63	p1835
KJ820840.1	1319	248	6	0.34816083	T4LX63	p1835
KF371681.1	1356	197	3	0.16500829	T4LX63	p1835
KF371682.1	1062	1036	10528	1525.9736	T4LX63	p1835
JQ863315.1	1529	788	96	9.928934	T4LX63	p1835
JQ863317.1	1066	257	4	0.37336245	T4LX63	p1835
JQ863316.1	1059	299	22	3.4620461	T4LX63	p1835
AB938301.1	751	219	11	0.8735441	T4LX63	p1835
KC580629.1	1519	305	2	0.2951059	T4LX63	p1835
KT695085.1	2359	1664	1592	93.67225	T4LX63	p1835
KC580005.1	3271	109	1	0.034924705	T4LX63	p1835
KC580008.1	2333	969	58	2.677966	T4LX63	p1835
KC580001.1	1000	97	2	0.34588236	T4LX63	p1835
KU356671.1	751	361	21	2.296173	T4LX63	p1835
KU356614.1	1059	871	2052	315	T4LX63	p1835
KU356605.1	751	630	2339	470.74042	T4LX63	p1835
JN258402.1	1014	307	5	0.41666666	T4LX63	p1835
HM773795.1	1023	444	12	1.5200459	T4LX63	p1835
KY865344.1	3309	275	8	0.23076923	T4LX63	p1835
KY865350.1	1270	295	17	2.0714285	T4LX63	p1835
KY865349.1	1063	321	17	2.2573931	T4LX63	p1835
KY865351.1	1037	652	71	9.89177	T4LX63	p1835
KT206197.1	2736	1751	163	8.343388	T4LX63	p1835
KX655509.1	2361	450	51	3.106739	T4LX63	p1835
KX655511.1	1062	94	4	0.17653508	T4LX63	p1835
FJ947522.1	1043	68	3	0	T4LX63	p1835
KJ752620.1	2530	850	46	2.5680673	T4LX63	p1835
KJ752614.1	1003	184	8	0.6483001	T4LX63	p1835
KJ879458.1	606	198	16	4.9188595	T4LX63	p1835
KM369892.2	3518	573	41	1.6339073	T4LX63	p1835
KM369895.2	2371	176	11	0.67041874	T4LX63	p1835
LC326508.1	1356	66	1	0.104477614	T4LX63	p1835
LC328182.1	1062	353	240	31.122807	T4LX63	p1835
MG181384.1	2359	1254	531	33.871433	T4LX63	p1835
MG181387.1	1567	982	270	25.44813	T4LX63	p1835
MG181720.1	750	515	57	7.2833333	T4LX63	p1835
MG181780.1	2359	347	7	0.398823	T4LX63	p1835
MG181830.1	751	199	8	0.85191345	T4LX63	p1835
LC328228.1	2676	238	3	0.11401425	T4LX63	p1835
KJ870889.1	3302	1042	196	8.3607235	T4LX63	p1835
LC061619.1	2639	93	3	0.09562073	T4LX63	p1835
LC061631.1	951	122	4	0.1710362	T4LX63	p1835
JN128997.1	954	206	365	23.81219	T4LX63	p1835
KJ751729.1	1023	643	584	92.30126	T4LX63	p1835
KJ753392.1	2530	1162	825	46.191177	T4LX63	p1835
KJ748466.1	2690	214	3	0.08858268	T4LX63	p1835
KJ748467.1	2591	77	1	0.009832036	T4LX63	p1835
LC208010.1	1320	86	1	0.025641026	T4LX63	p1835
KJ639017.1	1062	1056	2007	313.89255	T4LX63	p1835
KU962129.1	2643	315	10	0.7468913	T4LX63	p1835
KU962132.1	1194	687	185	24.789272	T4LX63	p1835
KC686984.1	1914	1328	445	32.990364	T4LX63	p1835
KC687007.1	1367	845	1735	198.35661	T4LX63	p1835
KU128892.1	3284	136	6	0.14294831	T4LX63	p1835
KU128894.1	2548	69	1	0.028773978	T4LX63	p1835
KP882187.1	2316	1143	3456	206.90305	T4LX63	p1835
KC175183.1	2591	72	1	0.029496107	T4LX63	p1835
KC175185.1	1343	891	1147	135.21207	T4LX63	p1835
AB924106.1	3302	146	6	0.12563452	T4LX63	p1835
AB924107.1	2717	208	2	0.119205296	T4LX63	p1835
AB924113.1	1059	194	3	0.09130913	T4LX63	p1835
AB924111.1	1060	82	1	0.010989011	T4LX63	p1835
AB924115.1	750	289	8	0.8516667	T4LX63	p1835
AB924116.1	945	107	1	0.32830188	T4LX63	p1835
GU189551.1	3302	395	6	0.18305838	T4LX63	p1835
GU189557.1	1076	135	5	0.060475163	T4LX63	p1835
GU189558.1	750	223	37	6.39	T4LX63	p1835
JF796702.1	2716	218	3	0.07014809	T4LX63	p1835
JF796706.1	1061	66	2	0	T4LX63	p1835
JF796699.1	750	208	11	1.525	T4LX63	p1835
KC855061.1	1344	173	2	0.1239531	T4LX63	p1835
KJ482275.1	996	132	2	0.086288415	T4LX63	p1835
KJ482411.1	1389	80	1	0.042776432	T4LX63	p1835
KJ482276.1	996	66	1	0.07801419	T4LX63	p1835
KJ482441.1	1077	235	3	0.23840345	T4LX63	p1835
KJ482388.1	1569	67	2	0.19591261	T4LX63	p1835
KJ482390.1	1569	55	1	0.03875969	T4LX63	p1835
KJ482444.1	1077	82	1	0.02481122	T4LX63	p1835
KJ482306.1	948	105	1	0.18546365	T4LX63	p1835
KJ482336.1	630	266	53	5.3541665	T4LX63	p1835
KR705232.1	419	233	36	18.929369	T4LX63	p1835
KU886317.1	1355	209	4	0.21908714	T4LX63	p1835
KU886309.1	1040	102	1	0.030337078	T4LX63	p1835
KU363140.1	1076	250	14	1.062635	T4LX63	p1835
HQ392411.1	1010	68	4	0.17325582	T4LX63	p1835
KR705146.1	3264	124	1	0.36223507	T4LX63	p1835
KX265694.1	1194	51	1	0.07950191	T4LX63	p1835
KF690129.1	1356	644	223	24.11194	T4LX63	p1835
KF690134.1	750	506	242	52.40333	T4LX63	p1835
GU384193.1	2591	229	5	0.22081114	T4LX63	p1835
GU384196.1	1059	591	76	10.363036	T4LX63	p1835
EF554126.1	3302	139	5	0.16180202	T4LX63	p1835
EF554127.1	2687	2654	2055	109.288925	T4LX63	p1835
EF554135.1	751	183	8	1.1780366	T4LX63	p1835
GU188282.1	750	192	1	0.30333334	T4LX63	p1835
FJ347122.1	3302	3230	921	40.602474	T4LX63	p1835
FJ347124.1	2591	176	3	0.10323638	T4LX63	p1835
FJ347126.1	1356	915	592	58.0796	T4LX63	p1835
FJ347130.1	1078	133	3	0.028017242	T4LX63	p1835
FJ347127.1	1062	100	1	0.106359646	T4LX63	p1835
FJ347131.1	751	138	1	0.16472545	T4LX63	p1835
FJ347132.1	667	148	40	6.1431336	T4LX63	p1835
FJ347100.1	3302	1075	39	1.5168147	T4LX63	p1835
FJ347102.1	2591	794	91	4.340844	T4LX63	p1835
FJ347104.1	1356	684	1463	162.23631	T4LX63	p1835
JN831222.1	2591	151	6	0.37115937	T4LX63	p1835
JN831216.1	1059	929	329	45.48845	T4LX63	p1835
KX212876.1	3302	152	2	0.24714467	T4LX63	p1835
KX212872.1	2591	80	1	0.038918477	T4LX63	p1835
KX212884.1	1059	72	1	0.00550055	T4LX63	p1835
AB853893.1	2361	268	27	1.6580733	T4LX63	p1835
AB853895.1	1063	174	4	0.20372398	T4LX63	p1835
JF693042.1	1194	604	688	85.68965	T4LX63	p1835
KC178764.1	3302	226	18	0.5266498	T4LX63	p1835
KC178774.1	2687	1274	597	32.24202	T4LX63	p1835
KC178782.1	2591	309	21	0.24211389	T4LX63	p1835
KC178720.1	1556	398	2	0.5170697	T4LX63	p1835
KC178799.1	1356	169	14	1.0190713	T4LX63	p1835
KY426810.1	2687	157	1	0.061884116	T4LX63	p1835
KY426812.1	2352	103	1	0.046775658	T4LX63	p1835
KY426813.1	1355	878	178	19.964315	T4LX63	p1835
KY426805.1	1074	78	2	0.0064935065	T4LX63	p1835
LC002004.1	1352	511	57	5.8369384	T4LX63	p1835
GU565079.1	1062	715	285	33.4693	T4LX63	p1835
KX988264.1	2014	133	2	0.22585838	T4LX63	p1835
KX988265.1	2717	127	12	0.40124658	T4LX63	p1835
EF554149.1	2687	160	5	0.10563658	T4LX63	p1835
EF554150.1	2592	314	11	0.93652743	T4LX63	p1835
KJ450846.1	1566	103	2	0.01977401	T4LX63	p1835
KJ450848.1	1075	162	9	0.13081081	T4LX63	p1835
JF304917.1	2591	62	1	0.002458009	T4LX63	p1835
JF304924.1	751	193	28	6.153078	T4LX63	p1835
JF304925.1	822	336	31	6.0059524	T4LX63	p1835
LC055547.1	3302	1064	48	2.3807106	T4LX63	p1835
LC055551.1	1356	1172	564	70.75705	T4LX63	p1835
LC055552.1	1060	74	1	0	T4LX63	p1835
LC055556.1	751	109	2	0.04326123	T4LX63	p1835
LC095946.1	3249	827	24	1.4107777	T4LX63	p1835
LC095948.1	2550	135	2	0.115	T4LX63	p1835
HM348724.1	1051	96	1	0.4162042	T4LX63	p1835
KM026925.1	657	79	3	0.9585799	T4LX63	p1835
KM026541.1	1460	1209	502	51.582443	T4LX63	p1835
MF161644.1	663	522	663	172.91812	T4LX63	p1835
KC579528.1	1015	316	169	27.027746	T4LX63	p1835
EU200793.1	3280	115	1	0.036741216	T4LX63	p1835
EU200800.1	1029	665	285	25.629124	T4LX63	p1835
KU363135.1	1059	101	4	0.11331133	T4LX63	p1835
KU356637.1	1066	668	671	100.72598	T4LX63	p1835
KU356638.1	751	622	2991	590.96674	T4LX63	p1835
HM773643.1	528	175	286	53.22222	T4LX63	p1835
KU243494.2	491	136	2	0.3196481	T4LX63	p1835
KJ411432.1	3302	129	1	0.0285533	T4LX63	p1835
KJ411434.1	2591	204	10	0.55018437	T4LX63	p1835
FJ947203.1	1037	136	7	0	T4LX63	p1835
JX271002.1	2687	54	1	0.021284983	T4LX63	p1835
JX271003.1	2591	202	34	1.7304384	T4LX63	p1835
JX271006.1	1062	82	1	0.010964912	T4LX63	p1835
JF896472.1	1059	269	52	7.8668866	T4LX63	p1835
KU243641.1	1164	110	3	0.20414202	T4LX63	p1835
KU243664.1	936	79	1	0.0826972	T4LX63	p1835
KU243516.2	485	156	10	3.241791	T4LX63	p1835
DQ146704.1	1078	137	12	0.12607759	T4LX63	p1835
KU714457.1	2591	601	176	7.6312985	T4LX63	p1835
KU714451.1	1058	583	41	5.2411895	T4LX63	p1835
MG181725.1	2359	2125	6973	416.2105	T4LX63	p1835
JX946170.1	2591	49	1	0	T4LX63	p1835
JX946176.1	1074	137	8	0.09415584	T4LX63	p1835
MG181854.1	3303	2663	1186	50.90295	T4LX63	p1835
LC133553.1	1565	1520	389	36.245937	T4LX63	p1835
LC061616.1	3201	175	1	0.0848902	T4LX63	p1835
HM773855.1	2685	254	5	0.3463511	T4LX63	p1835
KC687006.1	1367	640	16	2.021364	T4LX63	p1835
KC686919.1	1043	696	424	64.04479	T4LX63	p1835
KC686949.1	930	489	139	20.892307	T4LX63	p1835
KC686934.1	948	476	1632	224.45238	T4LX63	p1835
JN258955.1	2518	450	7	1.0591216	T4LX63	p1835
KP882635.1	528	91	2	0.46296296	T4LX63	p1835
KU508382.1	2590	85	1	0.034836065	T4LX63	p1835
EF554137.1	3302	151	1	0.1196066	T4LX63	p1835
EF554139.1	2591	288	2	0.10282671	T4LX63	p1835
KC174927.1	1548	116	1	0.05937053	T4LX63	p1835
JQ423907.1	1062	85	1	0.013157895	T4LX63	p1835
HQ896712.1	2168	1348	57	4.2324085	T4LX63	p1835
HQ896720.1	731	381	44	9.719449	T4LX63	p1835
JF796731.1	1076	86	6	0.064794816	T4LX63	p1835
MF462322.1	2673	257	12	0.31629014	T4LX63	p1835
MF462319.1	528	165	2	0.515873	T4LX63	p1835
AY740736.1	1062	86	1	0.083333336	T4LX63	p1835
AY740731.1	1043	89	2	0.18589026	T4LX63	p1835
JN605446.1	753	226	324	74.35489	T4LX63	p1835
GU565046.1	1062	75	1	0.0021929825	T4LX63	p1835
KC215507.1	543	404	414	97.496185	T4LX63	p1835
KR052750.1	1304	194	4	0.2660312	T4LX63	p1835
KJ753404.1	2282	1286	7077	462.3274	T4LX63	p1835
KX171542.1	2546	231	6	0.2178631	T4LX63	p1835
JX307634.1	597	277	54	14.950783	T4LX63	p1835
KJ753780.1	1320	713	90	7.9410257	T4LX63	p1835
KF041435.1	1566	64	1	0	T4LX63	p1835
KF041434.1	1356	204	2	0.13018242	T4LX63	p1835
KF041436.1	1059	163	246	24.067106	T4LX63	p1835
KF041438.1	750	244	23	3.79	T4LX63	p1835
AY787653.1	3302	942	155	6.445114	T4LX63	p1835
AY787654.1	2591	447	25	1.0921754	T4LX63	p1835
AY787648.1	1059	75	3	0.22552255	T4LX63	p1835
FJ423142.1	1986	567	36	3.0615468	T4LX63	p1835
KM026565.1	1460	837	440	39.745037	T4LX63	p1835
KM026769.1	528	262	8	2.0132275	T4LX63	p1835
KM026599.1	1460	769	31	3.0648854	T4LX63	p1835
HM348745.1	1260	157	5	0.36306307	T4LX63	p1835
HM348734.1	942	347	32	6.258838	T4LX63	p1835
HM348746.1	1226	683	329	39.54554	T4LX63	p1835
HM348726.1	1051	321	18	1.0943396	T4LX63	p1835
KC442988.1	2333	1917	7283	471.31424	T4LX63	p1835
KM026642.1	954	462	319	34.722637	T4LX63	p1835
KM026971.1	681	627	183	37.734463	T4LX63	p1835
KM026779.1	528	54	1	0.14285715	T4LX63	p1835
LC119105.1	2683	107	1	0.0422424	T4LX63	p1835
LC119106.1	2591	382	12	0.45718968	T4LX63	p1835
AB751557.1	2519	151	2	0.12747996	T4LX63	p1835
AB753080.1	1426	357	2	0.85109717	T4LX63	p1835
AB753500.1	954	629	44	5.2350745	T4LX63	p1835
MF184783.1	1014	992	3434	487.62732	T4LX63	p1835
FJ425165.1	327	219	6	5.5084743	T4LX63	p1835
FJ425181.1	379	244	818	337.3406	T4LX63	p1835
FJ425108.1	344	73	1	2.2164948	T4LX63	p1835
KF360220.1	997	131	1	0.105076745	T4LX63	p1835
KU361061.1	664	177	7	1.6984435	T4LX63	p1835
KX632274.1	750	196	3	0.40833333	T4LX63	p1835
KU243463.1	531	445	1081	288.06036	T4LX63	p1835
MG181659.1	2359	1858	5046	305.8171	T4LX63	p1835
LC133515.1	2683	189	3	0.28030005	T4LX63	p1835
LC328267.1	667	204	29	7.187621	T4LX63	p1835
FJ947353.1	2542	603	19	0.68854517	T4LX63	p1835
LC133538.1	2585	151	23	1.3059548	T4LX63	p1835
FJ947433.1	1325	465	14	0.93106383	T4LX63	p1835
KJ412565.1	2683	126	1	0.049743388	T4LX63	p1835
KJ412566.1	2530	240	3	0.1210084	T4LX63	p1835
KJ412568.1	1320	274	11	0.8649573	T4LX63	p1835
KJ412560.1	1003	133	20	0.87338805	T4LX63	p1835
KJ412562.1	701	268	5	0.85480946	T4LX63	p1835
KJ412563.1	631	261	16	5.5322247	T4LX63	p1835
KC610689.1	3295	129	1	0.0709062	T4LX63	p1835
KC610691.1	2531	143	1	0.0600588	T4LX63	p1835
KC610696.1	977	89	2	0.029020555	T4LX63	p1835
LC169856.1	1356	486	597	62.916252	T4LX63	p1835
KM254178.1	3253	292	4	0.18530454	T4LX63	p1835
KF726073.1	1059	485	11	0.8470847	T4LX63	p1835
KJ748483.1	1058	552	155	15.030837	T4LX63	p1835
EF990712.1	750	655	547	100.776665	T4LX63	p1835
EF554112.1	1075	125	2	0.0032432433	T4LX63	p1835
KC174907.1	1053	423	12	0.5924696	T4LX63	p1835
GU296426.1	2359	297	11	0.67587143	T4LX63	p1835
AB924084.1	3302	54	1	0	T4LX63	p1835
AB924085.1	2717	120	3	0.059602648	T4LX63	p1835
AB924086.1	2591	214	2	0.08521098	T4LX63	p1835
AB924092.1	1072	79	4	0.039045554	T4LX63	p1835
AB924091.1	1040	196	1	0.20786516	T4LX63	p1835
AB924093.1	748	196	2	0.21571906	T4LX63	p1835
AB924094.1	952	132	2	0.29800498	T4LX63	p1835
JF796713.1	2716	100	1	0.02416212	T4LX63	p1835
JF712575.1	753	101	1	0.06301824	T4LX63	p1835
KU956011.1	1356	779	106	10.010779	T4LX63	p1835
JF712560.1	1062	67	4	0	T4LX63	p1835
JF781158.1	3302	219	10	0.75507617	T4LX63	p1835
JF781159.1	2717	164	1	0.040903777	T4LX63	p1835
JF781160.1	2591	71	1	0	T4LX63	p1835
JF781166.1	1051	128	5	0.1809101	T4LX63	p1835
JF781165.1	1059	324	141	9.557755	T4LX63	p1835
HQ661131.1	1068	132	6	0.05664488	T4LX63	p1835
JN831229.1	751	273	141	29.946754	T4LX63	p1835
KJ751917.1	1531	1206	247	24.615496	T4LX63	p1835
KJ482455.1	1077	78	3	0.26860842	T4LX63	p1835
LC158118.1	1319	82	1	0.07100086	T4LX63	p1835
LC158124.1	1032	60	1	0	T4LX63	p1835
JF304929.1	2359	226	3	0.2535084	T4LX63	p1835
JF304935.1	751	193	150	23.311148	T4LX63	p1835
JX040432.1	856	71	3	0.27478755	T4LX63	p1835
DQ205221.1	3302	190	1	0.089467004	T4LX63	p1835
DQ205231.1	667	137	11	0.42166343	T4LX63	p1835
AB573071.1	2643	242	35	1.9005215	T4LX63	p1835
KC815658.1	3302	207	5	0.20050761	T4LX63	p1835
JX307625.1	1054	771	983	155.66704	T4LX63	p1835
KX171543.1	2546	167	3	0.054257095	T4LX63	p1835
KP198641.1	2507	353	14	0.5604582	T4LX63	p1835
KP007164.1	2589	531	17	1.1627716	T4LX63	p1835
LC086766.1	1075	1069	6692	1054.5319	T4LX63	p1835
JF421976.1	2687	141	1	0.041387465	T4LX63	p1835
HG513046.1	2716	53	1	0.020654716	T4LX63	p1835
HG513047.1	2561	238	3	0.17461634	T4LX63	p1835
AB741649.1	3302	59	1	0.018718274	T4LX63	p1835
AB741656.1	1059	147	1	0.09460946	T4LX63	p1835
LC000535.1	2522	128	4	2.141231	T4LX63	p1835
LC000540.1	961	67	2	0	T4LX63	p1835
HM348735.1	649	74	1	0.1482966	T4LX63	p1835
HM348727.1	1050	545	195	26.926666	T4LX63	p1835
EU753970.1	1056	146	18	2.4668875	T4LX63	p1835
EU753967.1	636	485	887	240.43416	T4LX63	p1835
KM026874.1	814	301	8	1.4231927	T4LX63	p1835
KT694975.1	2362	346	2	1.3141953	T4LX63	p1835
KF035108.1	2673	89	1	0.035275467	T4LX63	p1835
KF035109.1	2508	136	4	0.108142495	T4LX63	p1835
KF035111.1	1194	62	1	0.059386972	T4LX63	p1835
KF035104.1	933	74	3	0.23882504	T4LX63	p1835
KF035103.1	954	100	1	0.05348259	T4LX63	p1835
KF500516.1	1075	132	8	0.9189189	T4LX63	p1835
KU243506.2	494	139	11	3.3343024	T4LX63	p1835
GU199191.1	3302	197	15	0.8502538	T4LX63	p1835
GU199192.1	2647	129	1	0.04685623	T4LX63	p1835
GU199193.1	2591	92	1	0	T4LX63	p1835
FJ425116.1	344	83	1	0.17525773	T4LX63	p1835
KT281126.1	1078	548	57	6.4310346	T4LX63	p1835
FJ947507.1	2532	1151	119	5.517632	T4LX63	p1835
KX632343.1	2684	1776	1118	60.738358	T4LX63	p1835
KX632348.1	1565	577	6	0.42332155	T4LX63	p1835
KX632350.1	1067	837	721	99.16576	T4LX63	p1835
FJ947835.1	673	133	2	0.10133843	T4LX63	p1835
KX655487.1	2359	413	1940	122.27569	T4LX63	p1835
KX655489.1	1062	847	240	35.911182	T4LX63	p1835
JQ358772.1	948	53	1	0.06641604	T4LX63	p1835
JQ358773.1	634	239	29	5.233471	T4LX63	p1835
JQ358774.1	648	351	223	61.44177	T4LX63	p1835
EF583012.1	2508	68	1	0.2052587	T4LX63	p1835
KU714445.1	2717	1628	3177	170.01169	T4LX63	p1835
KU714448.1	1356	747	220	22.717247	T4LX63	p1835
KU714449.1	1062	103	2	0.039473683	T4LX63	p1835
MG181625.1	2592	194	2	0.07616708	T4LX63	p1835
MG181590.1	3303	3302	31912	1413.7668	T4LX63	p1835
MG181592.1	2591	719	707	34.14461	T4LX63	p1835
LC133530.1	1062	71	1	0	T4LX63	p1835
KJ412679.1	2530	129	7	0.24621849	T4LX63	p1835
JN129069.1	2673	273	27	1.338486	T4LX63	p1835
KC610679.1	2656	144	1	0.17517957	T4LX63	p1835
KC610685.1	978	66	1	0	T4LX63	p1835
JQ993322.1	2717	193	1	0.0416829	T4LX63	p1835
JQ993323.1	2591	67	1	0.004916018	T4LX63	p1835
JQ993326.1	1076	137	10	0.1187905	T4LX63	p1835
JQ993325.1	1059	115	3	0.1529153	T4LX63	p1835
JQ993318.1	1061	67	5	0	T4LX63	p1835
GQ149091.1	1804	57	1	0.073155984	T4LX63	p1835
GQ149093.1	1198	65	1	0.026717557	T4LX63	p1835
GQ149095.1	1194	110	1	0.07279693	T4LX63	p1835
KF726037.1	2719	196	6	0.26119113	T4LX63	p1835
KF726038.1	2591	130	3	0.032773454	T4LX63	p1835
GU199492.1	3302	112	1	0.024428934	T4LX63	p1835
GU199494.1	2591	164	3	0.051208522	T4LX63	p1835
GU199499.1	1059	216	5	0.4928493	T4LX63	p1835
KC686933.1	948	740	639	106.84461	T4LX63	p1835
KF726063.1	1077	127	8	0.21359223	T4LX63	p1835
KF726064.1	750	217	17	2.1083333	T4LX63	p1835
KJ870901.1	2677	368	2890	152.54848	T4LX63	p1835
KJ870902.1	2591	102	1	0.016386727	T4LX63	p1835
KJ870906.1	1568	122	1	0.039492242	T4LX63	p1835
KJ870908.1	1076	89	6	0.070194386	T4LX63	p1835
JQ988899.1	3284	1659	393	15.947351	T4LX63	p1835
KP006510.1	1476	328	13	1.1085973	T4LX63	p1835
KP258399.1	2687	121	1	0.032715805	T4LX63	p1835
KC140597.1	664	466	97	25.344358	T4LX63	p1835
KP882475.1	3249	643	96	3.1106808	T4LX63	p1835
KP882477.1	2508	2386	3147	179.87787	T4LX63	p1835
FN665688.1	3302	298	366	15.360406	T4LX63	p1835
FN665690.1	2591	1531	1525	57.14912	T4LX63	p1835
FN665693.1	1356	1085	991	112.02487	T4LX63	p1835
FN665694.1	1059	504	28	2.7051706	T4LX63	p1835
GU296429.1	1356	269	568	67.64013	T4LX63	p1835
KU292526.1	954	258	34	3.9054728	T4LX63	p1835
AB972857.1	2687	170	2	0.15372488	T4LX63	p1835
AB972861.1	1062	61	1	0	T4LX63	p1835
AB924095.1	3302	295	32	1.3312182	T4LX63	p1835
AB924097.1	2589	302	5	0.24477245	T4LX63	p1835
AB924102.1	1049	169	19	1.6874305	T4LX63	p1835
KC443588.1	2650	1249	53	2.9932	T4LX63	p1835
KC443585.1	702	291	75	16.987318	T4LX63	p1835
KC443586.1	788	214	17	2.7257054	T4LX63	p1835
JX027878.1	2685	1470	252	12.541617	T4LX63	p1835
JX971587.1	751	207	1	0.2778702	T4LX63	p1835
KJ482262.1	1533	96	1	0.016630514	T4LX63	p1835
KJ482497.1	1287	499	364	42.430958	T4LX63	p1835
KP231501.1	993	324	55	8.180308	T4LX63	p1835
EF583042.1	2643	101	2	0.016446048	T4LX63	p1835
EF583018.1	2643	60	1	0.024067389	T4LX63	p1835
EF672568.1	1019	919	319	51.72152	T4LX63	p1835
EF672569.1	1205	779	50	5.9080567	T4LX63	p1835
EF554095.1	2591	72	1	0.007783695	T4LX63	p1835
FJ347113.1	2591	1081	54	2.6292503	T4LX63	p1835
FJ347117.1	1578	71	1	0.04971989	T4LX63	p1835
FJ347118.1	1059	955	65	10.381738	T4LX63	p1835
FJ347116.1	1063	1019	114	17.327492	T4LX63	p1835
KJ482397.1	1569	62	1	0.04369274	T4LX63	p1835
KJ482425.1	1770	89	1	0.038271606	T4LX63	p1835
JX567761.1	2688	51	1	0.020094562	T4LX63	p1835
JX567762.1	2569	55	1	0	T4LX63	p1835
JX567763.1	1359	660	139	12.959471	T4LX63	p1835
JX567766.1	1070	54	1	0	T4LX63	p1835
JX567765.1	1059	104	5	0.510451	T4LX63	p1835
JX567767.1	736	142	2	0.15358362	T4LX63	p1835
JX567768.1	667	264	88	22.76789	T4LX63	p1835
JQ860350.1	28301	846	36	0.19018863	T4LX63	p1835
MW561977.1	28850	51	1	0.0017770035	T4LX63	p1835
NC_011507.2	18562	511	96	1.7344667	UJDGQQ	p1835
NC_040876.1	7521	721	33	0.61999726	UJDGQQ	p1835
NC_039477.1	7567	2927	307	5.830929	UJDGQQ	p1835
NC_039475.1	7556	2274	107	2.0143127	UJDGQQ	p1835
NC_039476.1	7536	6869	3450	65.22922	UJDGQQ	p1835
KX868289.2	33676	12174	794	3.3184395	UJDGQQ	p1835
GU191019.1	34177	530	34	0.13606842	UJDGQQ	p1835
AM749299.1	33763	33686	13581	56.08934	UJDGQQ	p1835
AC_000017.1	36001	2202	116	0.43920672	UJDGQQ	p1835
AC_000007.1	35937	3082	230	0.9008299	UJDGQQ	p1835
AC_000008.1	35938	3315	236	0.9159215	UJDGQQ	p1835
AB746853.1	34978	251	4	0.01587803	UJDGQQ	p1835
JQ326209.1	35153	4240	453	1.8512127	UJDGQQ	p1835
AB448776.1	35215	2976	198	0.8169685	UJDGQQ	p1835
NC_003266.2	35994	1010	49	0.17910947	UJDGQQ	p1835
NC_007455.1	5299	187	1	0.031073995	UJDGQQ	p1835
NC_012564.1	5242	5213	1402	37.929104	UJDGQQ	p1835
NC_012042.1	5196	2002	152	4.088585	UJDGQQ	p1835
NC_012729.2	5104	108	1	0.006863141	UJDGQQ	p1835
FJ349096.1	35758	2775	119	0.47115818	UJDGQQ	p1835
